text,summary
"Social media giant Facebook on Wednesday posted a 79% year-on-year increase in its profit to $4.7 billion for the September quarter. The company also reported a 47% increase in revenue to $10.33 billion as marketers invested money into its advertising offerings. Facebook now has 2.07 billion monthly active users, up 16% compared to same period last year. ",सेप्ट क्वार्टर में फेसबुक का लाभ 79% बढ़कर $ 4.7 बिलियन हो गया 
"Former Google CEO Eric Schmidt has said that America needs to get its act together as a country to develop an artificial intelligence (AI) strategy. While speaking at an event, he said, America's lead in the AI field will continue over the next five years before China catches up ""extremely quickly."" He emphasised that ""these Chinese"" people are good.",गूगल के पूर्व सीईओ का कहना है कि अमेरिका को एआई के लिए एक साथ काम करने की जरूरत है 
"Alex Birsan, a security researcher has found three vulnerabilities inside the Google Issue Tracker, the company's platform which deals with bugs and un-patched vulnerabilities in its products. Birsan hacked the Google's bug tracking system, exposing the technology giant's sensitive internal systems to him. Birsan has received over $15,000 in bounties for the bugs he found in the system.","शोधकर्ता Google बग ट्रैकर में बग ढूंढता है, इनाम प्राप्त करता है "
"Former Google CEO Eric Schmidt, while talking about the artificial intelligence (AI) development in the US and China said, ""Trust me, these Chinese people are good."" He added, they're going to use AI for both commercial and military objectives, ""with all sorts of implications"". He emphasised that the US needs to get its act together to develop an AI strategy.","मेरा विश्वास करो, ये चीनी लोग अच्छे हैं: पूर्व-Google सीईओ "
"Ten VIP ticket holders volunteered to have microchips implanted into their hands which were preloaded with a three-day pass to Pause Fest, a technology fest which will be held in Australia in February. The microchips were implanted between the volunteers' thumbs and forefingers. The chips will also be programmed to unlock the door to the volunteer's home, gym, or workplace.",टेक फेस्ट में प्रवेश के लिए स्वयंसेवकों को माइक्रोचिप प्रत्यारोपण प्राप्त होता है 
"Bengaluru-based car rental startup Zoomcar's losses have narrowed to Ã¢ÂÂ¹100.4 crore for the year ended March 31 from Ã¢ÂÂ¹101.4 crore in the previous year. The startup's total revenue also grew 35% to Ã¢ÂÂ¹121.2 crore from Ã¢ÂÂ¹89.82 crore in the previous fiscal. Founded in 2012, Zoomcar has raised over $45 million till date.",जूमकार का घाटा वित्त वर्ष 17 में ¢ in in100 करोड़ तक पहुंच गया 
"China-based researchers have developed a jellyfish-inspired electronic skin that glows when the pressure against it is high enough to potentially damage the skin. The deep-sea creature can feel changes in environmental pressure and flashes when it senses danger. The e-skin can mimic a whole range of biological skin's sensitivity and could transform prosthetics and robotics, said researchers.",'चोट' लगने पर जेलिफ़िश से प्रेरित इलेक्ट्रॉनिक त्वचा चमकती है 
"University of Oxford scientists have claimed that aliens have evolved by processes like natural selection that shaped complex species like humans on Earth. ""We still can't say whether aliens walk on two legs or have big green eyes,"" said researchers. However, ""there is a level of predictability to evolution that would cause them to look like us,"" they added.",एलियन हमारे जैसा सोचते हैं: ऑक्सफोर्ड के वैज्ञानिक हमसे ज्यादा हो सकते हैं 
"Sayfullo Saipov, the attacker who killed at least 8 people in New York, has asked law enforcement officials if he could hang an ISIS flag in his ward. Adding that he felt good about what he had done, the 29-year-old told officials that he was inspired to carry out the attack by Islamic State videos he watched on his cellphone.",अमेरिकी हमलावर ने अस्पताल के कमरे में ISIS का झंडा लटकाने को कहा 
"Telecom major Bharti Airtel is likely to shut down its 3G services in next 3-4 years, Gopal Vittal, MD and CEO of Airtel's India and South Asia operations said. He said the company is investing in 4G technology to build more data capacity in the network. The company will use the 3G spectrum (2,100 MHz) for 4G services, he added. ",एयरटेल 3-4 साल में 3 जी नेटवर्क बंद कर सकता है: गोपाल विट्टल 
