text,summary
"Liverpool thrashed Newcastle United 4-0 on the Boxing Day, which marked the halfway point of the Premier League season, and are on top of the Premier League points table with a six-point lead over second-placed Tottenham. Defending champions Manchester City, with two consecutive defeats, are third, while their city rivals Manchester United remain in the sixth position with back-to-back victories.",आधे रास्ते में प्रीमियर लीग के शीर्ष छह कैसे खड़े होंगे? 
"Croatia captain Luka ModriÃÂ was named Balkan Athlete of the Year on Thursday, becoming only the second footballer to clinch the award after ex-Bulgaria footballer Hristo Stoichkov in 1994. The 33-year-old received 75 points in the poll, beating Serbia's world number one tennis player Novak Djokovic, who topped the annual poll five times in a row between 2011 and 2015.",मोदरिया ri Â Ã ने वर्ष के बाल्कन एथलीट को जीतने के लिए जोकोविच को हराया 
"YouTube was criticised on Twitter after it posted a Christmas holiday video of a professional domino artist named Lily Hevesh without crediting her. ""People rip off my work every day and it's honestly saddening to see this happen by YouTube itself,"" Hevesh said. YouTube later tweeted ""Our mistake - we forgot to credit Lily Hevesh for this video!"" ","YouTube ने बिना क्रेडिट के रचनाकार का वीडियो पोस्ट किया, कहा 'भूल गया' "
"Union Minister Smriti Irani on Thursday said, ""People earlier claimed dowry was a mutual agreement between two agreeing parties, it was a civil matter. But the Parliament passed the law declaring it a criminal activity."" Irani said this after opposition parties opposed the bill on Triple Talaq in Lok Sabha, saying it's a civil matter and therefore shouldn't be criminalised.",दहेज भी आपसी समझौता लेकिन एक अपराध बना: ट्रिपल तालक पर ईरानी 
"An eight-year-old student of a private school in Madhya Pradesh's Bhopal was allegedly raped by her classmate, police said on Thursday. According to the complaint filed by her parents, another unidentified boy was also involved in the crime. The incident took place near the girl's house on Tuesday and a special investigation team has been formed to probe the case.",मध्य प्रदेश में सहपाठी द्वारा 8 वर्षीय छात्रा के साथ बलात्कार 
"Police have seized 1,000 kilograms of adulterated butter being packed in Amul packaging for sale after raiding a factory at Maharashtra's Ghodbunder village. Five arrests were made from the factory during the raid which the police conducted after receiving information from a man. Reports said the spurious butter was usually sold to small eateries and nearby sandwich makers. ","पुलिस ने अमूल पैकेट में बेचे जा रहे 1,000 किलो नकली मक्खन जब्त किया है "
"A 71-year-old Frenchman has started a journey across the Atlantic Ocean in a barrel-shaped orange capsule which contains a sleeping bunk, kitchen and storage. Jean-Jacques Savin hopes to reach the Caribbean in three months with the help of ocean currents alone. The capsule is made from resin-coated plywood and is built to resist waves.",71 वर्षीय व्यक्ति एक बैरल में अटलांटिक महासागर को पार करने के लिए रवाना होता है 
"New Zealand cricket team captain Kane Williamson named ex-India cricketer Sachin Tendulkar as his favourite cricketer. Williamson further revealed that he would have liked to bat alongside ex-Australia captain Ricky Ponting. Williamson, who also said Australia's Glenn McGrath is the bowler he would have liked to face, has scored over 12,000 international runs so far.",NZ के कप्तान विलियमसन ने सचिन को अपने पसंदीदा क्रिकेटर का नाम दिया 
"RJD leader Tejashwi Yadav, while taking a dig at the NDA government, said, ""arithmetic does not always work, chemistry certainly does in a democracy"". He added people have been fed up with the central and state policies and the impact will ""spoil all their arithmetic"". He said society's general perception is that law and order in Bihar has got ""worse"".","लोकतंत्र में अंकगणित नहीं, रसायन शास्त्र काम करता है: तेजस्वी यादव "
BJP National General Secretary Kailash Vijayvargiya on Thursday said Congress President Rahul Gandhi should stop dreaming of becoming the next Prime Minister of the country. He added the people will again choose PM Narendra Modi as their PM. He also accused the TMC government in West Bengal of giving away doles to infiltrators to secure its vote bank.,राहुल को अगला पीएम बनने का सपना देखना छोड़ना चाहिए: BJP Gen Secy 
"Kerala-based artificial intelligence startup Tranzmeo has secured an undisclosed pre-seed fund from Hindustan Petroleum (HPCL) for its AI-powered product, T-connect OneView. The product works on anomaly detection and prediction and generates alarms to the concerned authorities, the startup said. Founded by Safil Sunny, Tranzmeo is a part of Nasscom's 10,000 Startups accelerator programme.",केरल AI स्टार्टअप Tranzmeo HPCL से प्री-सीड फंडिंग जुटाता है 
Scientists at Francis Crick Institute in London are developing a new method to treat cancer using immune cells. Scientists believe patients' immune systems can be enhanced to help fight off cancer tumours from within their bodies by transplanting immune cells from strangers. They intend to set up immune banks to store these cells which can then be delivered to clinics.,प्रतिरक्षा कोशिकाओं के साथ नए कैंसर उपचार विकसित करने वाले वैज्ञानिक 
"A study conducted by an international group of researchers has revealed wrong diagnosis of the disease leprosy is prevalent in Bihar, adding that about 30% of cases diagnosed in 2016 were false positives. India has the world's highest burden of leprosy with around 60% reported cases per year. Further, 15-20% of India's new leprosy cases were reported in Bihar.",बिहार में 2016 में 30% कुष्ठ मामलों का गलत निदान किया गया: अध्ययन 
"BJP General Secretary Ram Madhav has said Pakistan PM Imran Khan teaching India on how to deal with minorities is like a ""demon preaching the Vedas"". ""There are less than 0.5% Hindus in Pakistan today...whereas the population of minorities in India is increasing,"" he added. Khan had said that he'll show PM Narendra Modi-led Indian government ""how to treat minorities"". ",पाक पीएम के अल्पसंख्यकों पर टिप्पणी करते हैं जैसे राक्षस वेद का प्रचार करते हैं: राम माधव 
AIMIM President Asaduddin Owaisi on Thursday criticised Triple Talaq Bill which was passed in the Lok Sabha and said that the law will be misused. He added the law is meant to bring Muslim women on roads and will only make them weaker. He further said that this law aims to put Muslim men in jail.,कानून का होगा दुरुपयोग: असदउद्दीन ओवैसी ने ट्रिपल तालाक बिल पर 
"Russia has said that the US shouldn't try to influence the line of succession in Saudi Arabia, adding that Crown Prince Mohammed bin Salman has ""every right"" to succeed his father. ""The Saudi people and leadership must decide such questions themselves,"" Mikhail Bogdanov, Russia's Deputy Foreign Minister said. Mohammed bin Salman was named heir to the Saudi throne in 2017. ",अगले सऊदी राजा का फैसला करने में हस्तक्षेप न करें: रूस अमेरिका को बताता है 
"Indonesia has rerouted all flights around the Anak Krakatau volcano and the alert level has been raised to the second-highest possible. Authorities have warned that the crater of Anak Krakatau remains fragile, which could cause another collapse and tsunami. This comes days after the eruption triggered a tsunami that killed over 420 people.",इंडोनेशिया अनारक क्रैकटाऊ ज्वालामुखी के चारों ओर फिर से उड़ान भरता है 
"Pakistan announced on Thursday that it would place the name of former President Asif Ali Zardari on the Exit Control List (ECL), thereby barring him from leaving the country, over the ongoing money laundering probe against him. Zardari and his sister Faryal Talpur are among those being probed for alleged money laundering through at least 29 fake accounts. ",पाकिस्तान ने पूर्व राष्ट्रपति जरदारी को देश छोड़ने से रोक दिया 
"US-based payments group Visa has said it will buy UK-based Earthport for around $250 million. Earthport, whose shares have fallen over 26% this year, had earlier said ""fundamental"" change was required in its strategy. The British payments company, whose clients include Bank of America Merrill Lynch and Japan Post Bank, facilitates international transactions for banks and businesses.",$ 250 मिलियन के लिए ब्रिटिश भुगतान फर्म अर्थपोर्ट खरीदने के लिए वीज़ा 
"Indian Oil Corporation, Oil and Natural Gas Corporation (ONGC) and NTPC emerged as the top three most profitable Public Sector Undertakings (PSUs) in 2017-18. The companies contributed 13.37%, 12.49% and 6.48% respectively to the total profit earned by Central Public Sector Enterprises (CPSEs) during the period. BSNL, Air India and MTNL incurred the highest losses for the second consecutive year.","वित्त वर्ष 18 में इंडियन ऑयल, ONGC, NTPC सबसे अधिक लाभकारी PSU हैं "
"Corporate Affairs Secretary Injeti Srinivas has said non-adherence to timelines and inordinate delay in admission of cases are major concerns under the Insolvency and Bankruptcy Code (IBC). There is delay in admission even when the debt is well-established, he added. Srinivas further termed the law a ""game changer"" and said it has already impacted the behaviour of borrowers and lenders.",IBC के तहत समयसीमा की अवहेलना एक बड़ी चिंता: MCA Secy 
India's fiscal deficit in the April-November period stood at Ã¢ÂÂ¹7.17 lakh crore or 114.8% of the budgeted target for the current financial year. The gap between the government's revenue and expenditure had stood at 112% in November last year. Finance Minister Arun Jaitley has assured that government is on track to meet its fiscal deficit target of 3.3% of GDP. ,अप्रैल-नवंबर में राजकोषीय घाटा वित्त वर्ष 2015 के 115% लक्ष्य को छू गया 
"The Lok Sabha has passed the Muslim Women (Protection of Rights on Marriage) Bill, 2018, following a debate. The bill proposes to make the method of Muslim men instantly divorcing their wives by uttering ""Talaq"" thrice as ""unconstitutional"" and ""arbitrary"" and suggests a three-year jail term to husbands who follow the method. It will now be presented in Rajya Sabha.",तत्काल ट्रिपल आपराधिक अपराध करने के लिए लोकसभा ने विधेयक पारित किया 
"A picture shared by Priyanka Chopra on her Instagram story reveals American singer Nick Jonas had 'Om Priyankaya Namah' written in Sanskrit on his hand during their Mehendi ceremony. The couple had a Christian wedding followed by a Hindu wedding earlier this month at Jodhpur's Umaid Bhawan Palace. They later held three receptions, one in Delhi and two in Mumbai.",निक जोनास ने मेहंदी के दौरान हाथ पर 'ओम प्रियंकाय नमः' लिखा था 
"During the 120th over of India's innings in the Melbourne Test on Thursday, captain Virat Kohli flicked a Pat Cummins delivery towards the deep midwicket and started running with partner Cheteshwar Pujara. Kohli wanted to come back for a fourth run when Pujara had just started running the third. Pujara refused to run for the fourth and appeared to smile.","विराट कोहली ने चेतेश्वर पुजारा से 4 रन लेने के लिए कहा, तो उन्होंने मना कर दिया "
"Australian commentator Kerry O'Keeffe has apologised after insulting India debutant Mayank Agarwal and India's Ranji Trophy on air during the Melbourne Test. O'Keeffe had said that Mayank's highest first-class score of 304* had come against ""railway canteen staff"" and the bowlers included ""chefs and waiters"". ""There was no way I was demeaning the standard, it was tongue-in-cheek,"" O'Keeffe said.",Aus कमेंटेटर ने मायांक को हवा में अपमानित करने के बाद माफी मांगी 
"Days after calling Team India captain Virat Kohli the ""world's worst behaved player"", actor Naseeruddin Shah said Kohli should ""behave with dignity like his predecessors"". ""I admire his cricket but he should think of his on-field behaviour. People can lip-read in slow motion,"" Naseeruddin added. ""His cricketing brilliance pales beside his arrogance and bad manners,"" Naseeruddin had earlier said.","कोहली को गरिमा के साथ व्यवहार करना चाहिए, लोग लिप-रीड कर सकते हैं: नसीरुद्दीन "
"Arsenal midfielder Mesut ÃÂzil surprised Kerala-based fan Inzamam-ul-Haq by sending an Arsenal jersey for his son Mehd Ozil, who is named after him and will turn one on December 29. ""I don't know how to express my happiness. This means a lot to us. You will always be in our prayers,"" Inzamam said in a video message for ÃÂzil.","आर्सेनल की senƒÂ- ज़िल ने केरल के लड़के को जर्सी गिफ्ट की, जिसका नाम उसके लिए b'day रखा गया "
"Taiwanese contract manufacturer Foxconn will reportedly begin assembling top-end iPhones in India in 2019 at its plant in Tamil Nadu's Sriperumbudur. Foxconn will invest Ã¢ÂÂ¹2,500 crore to expand the plant, including investment in iPhone production, Tamil Nadu Industries Minister MC Sampath said. Until now, Apple has only assembled SE and 6S models in India through Wistron's local unit in Bengaluru. ",फॉक्सकॉन 2019 में भारत में टॉप-एंड iPhones को असेंबल करना शुरू कर सकती है 
"During a debate on Triple Talaq Bill in Lok Sabha on Thursday, Law Minister Ravi Shankar Prasad said, ""20 Islamic nations have banned Triple Talaq, then why can't a secular nation like India?"" ""I request this shouldn't be looked through the prism of politics,"" Prasad added. Meanwhile, the Opposition demanded the bill should be sent to joint parliamentary committee.","20 इस्लामिक राष्ट्रों ने ट्रिपल तालक पर प्रतिबंध लगा दिया, हम क्यों नहीं कर सकते: कानून मंत्री "
"Opposing the Triple Talaq Bill in its current form, Congress MP Sushmita Dev said, ""The aim of the bill is not to empower Muslim women but to penalise Muslim men"". ""The bill must be sent to the appropriate committee, we have no right to play messiah,"" she added. The bill was taken up for discussion in Lok Sabha on Thursday.",ट्रिपल तालाक बिल का असली उद्देश्य मुस्लिम पुरुषों को दंडित करना है: कांग्रेस सांसद 
"Over 100 students were hospitalised from Karnataka's Chikkaballapur on Thursday due to food poisoning allegedly after eating food from their hostel mess. The doctors and officials suspect that the food which was served to the students may have gone bad, as a result of which all the students fell ill, District Health Officer Dr Ravi Shankar said.",केतका हॉस्टल मेस में खाना खाने के बाद 100 छात्रों को अस्पताल में भर्ती कराया गया 
Several passengers travelling in the Kolkata Metro fell ill and had to be evacuated after smoke filled the coach they were travelling in following a fire on the train on Thursday. The fire was reported from a metro train between Rabindra Sadan and Maidan stations. The fire was doused by Kolkata Metro staff through water from fire hydrants. ,कोलकाता मेट्रो में आग लगने के बाद कई यात्री बीमार हो गए 
"Santosh Singh, supervisor of the 71-personnel team to rescue 15 Meghalaya miners trapped since December 13, has said that divers have not gone inside the pit since Monday as the crane operator had not turned up because of Christmas. Further, divers have reported foul smell from the mine and are awaiting stronger pumps, which would be delivered in 3-4 days.",क्रेन ऑपरेटर क्रिसमस की छुट्टी लेता है क्योंकि 2 सप्ताह के लिए 15 खनिक अटक जाते हैं 
"China's former deputy intelligence chief Ma Jian was sentenced to life in prison on Thursday for taking bribes. Jian, the former Vice Minister of State Security, was also convicted of forcing others to trade and insider trading. He pleaded guilty in court and would not appeal, a court in the Liaoning province said.",भ्रष्टाचार के आरोप में चीन के पूर्व डिप्टी इंटेल प्रमुख को जेल में डाल दिया गया 
"A Parliamentary Standing Committee led by Derek O'Brien has said that India's largest airline IndiGo is the ""worst-performing"" carrier for consumers. ""IndiGo has not responded despite many complaints. The airline is very rigid. Indigo even charges for 1-2 kg overweight of baggage,"" O'Brien said. The same committee had criticised IndiGo in January for ""discourteous and rude behaviour"" of its staff.",उपभोक्ताओं के लिए सबसे खराब प्रदर्शन करने वाली एयरलाइन इंडिगो: संसदीय पैनल 
"HDFC Group has overtaken Tata Group to become India's largest business house in terms of market value. The combined market capitalisation of five listed companies from HDFC Group stood at Ã¢ÂÂ¹10.4 lakh crore as of December 26, according to Bloomberg data. This was higher than the Ã¢ÂÂ¹10.38 lakh crore market value of 25 listed companies of the Tata Group.",एचडीएफसी समूह ने टाटा समूह को भारत के सबसे बड़े व्यापारिक घराने के रूप में पछाड़ दिया 
"Shiv Sena leader Sanjay Raut, who has written the story of the film 'Thackeray', has said nobody can ban the film. His comment came amid reports that the censor board has objected to certain scenes in the biopic of Shiv Sena founder late Bal Thackeray. He said the film is a true story and ""Balasaheb's life was an open book"".",कोई भी 'ठाकरे' पर प्रतिबंध नहीं लगा सकता है: शिवसेना नेता संजय राउत 
